"__uid","__parent_uid","language_code","language_name","language_alternateNames","language_dialects","language_status","language_notes","__display_name","language_code2","language_printName","__record_type","language_openTypeTags","language_sortName","language_retired","language_inEthnologue","language_subjectTabFlags","language_localNames"
"57g2h79d3a","","grj","Grebo, Southern","Southern Grebo","","L","","Grebo, Southern [grj]","","Southern Grebo","micro","","Grebo, Southern","","1","83",""
"eg6b2babf2","","grm","Kota Marudu Talantang","","","L","","Kota Marudu Talantang [grm]","","Kota Marudu Talantang","micro","","Kota Marudu Talantang","","1","67",""
"7h2gcb3ba9","","gro","Groma","Gromo, Tromawa, Tromowa","","L","","Groma [gro]","","Groma","micro","","Groma","","1","67",""
"4569hbb663","","grq","Gorovu","Gorova, Yerani","","L","","Gorovu [grq]","","Gorovu","micro","","Gorovu","","1","67",""
"b762ge78gb","","grr","Taznatit","Sud Oranais-Gourara, Zenatiyya","","L","","Taznatit [grr]","","Taznatit","micro","","Taznatit","","1","83",""
"7b97g597ee","","grs","Gresi","Geresi, Glesi, Gresik, Klesi","","L","","Gresi [grs]","","Gresi","micro","","Gresi","","1","67",""
"8e9bdh22bd","","grt","Garo","Garrow, Mande, Mandi","","L","","Garo [grt]","","Garo","micro","GRO","Garo","","1","83","Mande"
"3bd2a57df3","","gru","Kistane","","","L","","Kistane [gru]","","Kistane","micro","SOG","Kistane","","1","83",""
"c95h95hh54","","grv","Grebo, Central","Central Grebo","","L","","Grebo, Central [grv]","","Central Grebo","micro","","Grebo, Central","","1","83",""
"bcg6bgbc3e","","grw","Gweda","Garuwahi","","L","","Gweda [grw]","","Gweda","micro","","Gweda","","1","67","Gweda"
"786afeg25d","","grx","Muno","Guriaso","","L","","Muno [grx]","","Muno","micro","","Muno","","1","67",""
"3bg8gh924g","","gry","Grebo, Barclayville","Barclayville Grebo, Wedebo Grebo","","L","","Grebo, Barclayville [gry]","","Barclayville Grebo","micro","","Grebo, Barclayville","","1","83",""
"e32ehe5892","","grz","Guramalum","","","L","","Guramalum [grz]","","Guramalum","micro","","Guramalum","","1","67",""
"86ch2bhhgb","","gse","Ghanaian Sign Language","GSL","","L","","Ghanaian Sign Language [gse]","","Ghanaian Sign Language","micro","","Ghanaian Sign Language","","1","83",""
"ac5eedag3e","","gsg","German Sign Language","DGS, Deutsche Gebärdensprache","","L","","German Sign Language [gsg]","","German Sign Language","micro","","German Sign Language","","1","83",""
"7e4c39gagd","","gsl","Gusilay","Gusiilaay, Gusiilay, Gusilaay, Kusiilaay, Kusilay","","L","","Gusilay [gsl]","","Gusilay","micro","","Gusilay","","1","83","Gusiilaay"
"ac2dh424dc","","gsm","Guatemalan Sign Language","GSM, LENSEGUA, Lensegua","","L","","Guatemalan Sign Language [gsm]","","Guatemalan Sign Language","micro","","Guatemalan Sign Language","","1","83",""
"ef5egfg395","","gsn","Nema","Gusan","","L","","Nema [gsn]","","Nema","micro","","Nema","","1","67",""
"8a3hd575hg","","gso","Gbaya, Southwest","Gbaya, Gbaya Sud-Ouest, Nu Gbaya, Southwest Gbaya","","L","","Gbaya, Southwest [gso]","","Southwest Gbaya","micro","","Gbaya, Southwest","","1","67","Nu Gbaya"
"f27cfhe39c","","gsp","Wasembo","Biapim, Gusap, Yankowan","","L","","Wasembo [gsp]","","Wasembo","micro","","Wasembo","","1","67",""
"f3d8g46f77","","gss","Greek Sign Language","Elleniké Noematiké Glossa, GSL","","L","","Greek Sign Language [gss]","","Greek Sign Language","micro","","Greek Sign Language","","1","83",""
"2e3dg4f277","","gsw","Alemannic","Alemannisch, Alsatian, Schwytzertuetsch, Schwyzerdütsch, Swiss German","","L","","Alemannic [gsw]","","Alemannic","micro","ALS, SQI","Alemannic","","1","83","Schwiizerdütsch"
"22cfhgc772","","gta","Guató","","","L","","Guató [gta]","","Guató","micro","","GuatO","","1","67",""
"65eb46gca6","","gti","Gbati-ri","Gbote","","R","","Gbati-ri [gti]","","Gbati-ri","micro","","Gbati-ri","It has been merged with {link:page.php?item_id=language_detail&key=nyc nyc}.","1","64",""
"5f59ddbeh2","","gua","Shiki","Guba, Gubawa, Gubi, Mashiki","","L","","Shiki [gua]","","Shiki","micro","","Shiki","","1","67",""
"gbbdd72bb4","","gub","Guajajára","Guazazzara, Tenetehar, Tenetehára, Zeʼegete","","L","","Guajajára [gub]","","Guajajára","micro","","GuajajAra","","1","83","Zeʼegete"
"ebc62afh7a","","guc","Wayuu","Goajiro, Guajira, Guajiro, Uáira, Wahiro, Waiu, Wayu, Wayuunaiki, Wayúu","","L","","Wayuu [guc]","","Wayuu","micro","","Wayuu","","1","83","Wayuunaiki"
"7a3hd69f4a","","gud","Dida, Yocoboué","Dida de Yocoboué, Dída, Yocoboué Dida","","L","","Dida, Yocoboué [gud]","","Yocoboué Dida","micro","","Dida, YocobouE","","1","71","Dída"
"a82b848326","","gue","Gurindji","Gurinji, Wurlayi","","L","","Gurindji [gue]","","Gurindji","micro","","Gurindji","","1","67",""
"22fe9a4295","","guf","Gupapuyngu","Gobabingo, Gubabwingu","","L","","Gupapuyngu [guf]","","Gupapuyngu","micro","","Gupapuyngu","","1","83",""
"2a78de95c3","","gug","Guaraní, Paraguayan","Avañe’ẽ, Guaraní","Jopará (Yopará)","L","","Guaraní, Paraguayan [gug]","","Paraguayan Guaraní","micro","","GuaranI, Paraguayan","","1","80",""
"9cd5e65dc6","","guh","Guahibo","Goahibo, Goahiva, Guaigua, Guajibo, Guayba, Hivi, Hiwi, Jive, Jivi, Jiwi, Sikwani, Wahibo, Wahivo","","L","","Guahibo [guh]","","Guahibo","micro","","Guahibo","","1","83","Hivi"
"f6hcc5226f","","gui","Guaraní, Eastern Bolivian","Eastern Bolivian Guaraní, Guaraní, Guaraní Occidental, Guaraní, Western Argentine, Guarayo, Guasurango, Western Argentine Guaraní, Ñandeva","","L","","Guaraní, Eastern Bolivian [gui]","","Eastern Bolivian Guaraní","micro","","GuaranI, Eastern Bolivian","","1","83","Guaraní"
"e54adgg8ee","","guj","Gujarati","Gujerathi, Gujerati, Gujrathi","","L","","Gujarati [guj]","gu","Gujarati","micro","GUJ","Gujarati","","1","115","ગુજરાત"
"gabb7e696a","","guk","Gumuz","Deguba, Kadallu","","L","","Gumuz [guk]","","Gumuz","micro","GMZ","Gumuz","","1","87","Sa-Gumuz"
"hb537h2ac4","","gul","Sea Island English Creole","Geechee, Gullah, Sea Island Creole English","","L","","Sea Island English Creole [gul]","","Sea Island English Creole","micro","","Sea Island English Creole","","1","83","Geechee, Gullah"
"e6c2ahcgb3","","gum","Misak","Coconuco, Guambia, Guambiano, Guanaca, Moguex, Nam Trik, Namdrik","","L","","Misak [gum]","","Misak","micro","","Misak","","1","83","Namdrik"
"233a87d693","","gun","Guaraní, Mbyá","Bugre, Eastern Argentina Guaraní, Ka’yngua, Mbiá, Mbua, Mbya, Mbya-apytere, Mbyá, Mbyá Guaraní, Nhandeayvu","","L","","Guaraní, Mbyá [gun]","","Mbyá Guaraní","micro","","GuaranI, MbyA","","1","83","Nhandeayvu"
"f886hg7h6g","","guo","Guayabero","Cunimía, Jiw, Jiwjame, Mítua, Mítus","","L","","Guayabero [guo]","","Guayabero","micro","","Guayabero","","1","83","Jiwjame"
"d4ed732cac","","gup","Gunwinggu","Bininj Gun-Wok, Gunawitji, Gunwinjgu, Gunwinygu, Kuninjku, Kunwinjku","","L","","Gunwinggu [gup]","","Gunwinggu","micro","","Gunwinggu","","1","67",""
"bb5cd624h3","","guq","Aché","Ache-Guayaki, Aché-Guayaki, Axé","","L","","Aché [guq]","","Aché","micro","","AchE","","1","67","Aché"
"c3e8g45fhf","","gur","Farefare","Frafra, Gurene, Gurenne, Gurenɛ, Gurne, Gurune, Nankani, Ninkare, Ninkarsé, fãrfãrɛ, gʋrnɛ Ninkãrɛ, nankam, nankana, ninkãrɛ","","L","","Farefare [gur]","","Farefare","micro","","Farefare","","1","87","Farefare, Gurenɛ"
"eh9gh3448h","","gus","Guinean Sign Language","","","L","","Guinean Sign Language [gus]","","Guinean Sign Language","micro","","Guinean Sign Language","","1","83",""
"dba2d85338","","gut","Maléku Jaíka","Guatuso, Malécu lhaíca","","L","","Maléku Jaíka [gut]","","Maléku Jaíka","micro","","MalEku JaIka","","1","67",""
"f45c267fhf","","guu","Yanomamö","Cobari Kobali, Cobariwa, Guaharibo, Guaica, Guajaribo, Ianomami, Shaathari, Shamatari, Shamatri, Yanoama, Yanoamae, Yanoamï, Yanomae, Yanomam, Yanomame, Yanomami, Yanomamï, Yanomamɨ","","L","","Yanomamö [guu]","","Yanomamö","micro","","YanomamO","","1","67","Yanomamɨ"
"39b28g3edb","","guv","Gey","Gewe, Gueve","","R","","Gey [guv]","","Gey","micro","","Gey","It has been merged with {link:page.php?item_id=language_detail&key=guv guv}.","1","64",""
"h4947h2999","","guw","Gun","Egun, Goun, Gu, Gugbe, Gun-Alada, Gun-Gbe, Gungbe, Seto-Gbe","","L","","Gun [guw]","","Gun","micro","","Gun","","1","67","Gungbe"
"7c658a9d87","","gux","Gourmanchéma","Goulimancema, Goulmacema, Goulmancema, Gourma, Gourmantche, Gulimancema, Gulmancema, Gurma, Migulimancema","","L","","Gourmanchéma [gux]","","Gourmanchéma","micro","","GourmanchEma","","1","83","Gourma"
"c7gfca9db5","","guz","Ekegusii","Gusii, Guzii, Kisii, Kosova","","L","","Ekegusii [guz]","","Ekegusii","micro","","Ekegusii","","1","67","Ekegusii"
"446h7ffhcd","","gva","Guana","Cashquiha, Guana (Paraguay), Kaskihá, Vana","","L","","Guana [gva]","","Guana","micro","","Guana","","1","67",""
"h5hbbh533c","","gvc","Wanano","Anana, Guanano, Kootiria, Kotiria, Kótedia, Kótirya, Uanana, Uanano, Wanana, Wanana-Pirá, Wanâna","","L","","Wanano [gvc]","","Wanano","micro","","Wanano","","1","83","Kotiria"
"79f624f9fh","","gve","Duwet","Guwet, Guwot, Waing","","L","","Duwet [gve]","","Duwet","micro","","Duwet","","1","67",""
"8759a3ef85","","gvf","Golin","Golin ka, Gollum, Gumine","","L","","Golin [gvf]","","Golin","micro","","Golin","","1","83","Golin ka"
"c969ebcdgb","","gvj","Guajá","Avá, Awá, Awá Guajá, Ayaya, Guaxare, Wazaizara","","L","","Guajá [gvj]","","Guajá","micro","","GuajA","","1","67",""
"38329f3263","","gvl","Gulay","Goulai, Goulaye, Goulei, Gouley, Gulai, Gulei, Guley","","L","","Gulay [gvl]","","Gulay","micro","","Gulay","","1","83","Guley"
"ea2chf4585","","gvm","Gurmana","","","L","","Gurmana [gvm]","","Gurmana","micro","","Gurmana","","1","67",""
"d72h6d29e7","","gvn","Kuku-Yalanji","Gugu Yalandyi, Gugu Yalanji, Guguyalanji, Koko-Yalanji, Kuku-Yalangi","","L","","Kuku-Yalanji [gvn]","","Kuku-Yalanji","micro","","Kuku-Yalanji","","1","83","Kuku-Yalanji"
"6644h3d3h5","","gvo","Gavião do Jiparaná","Digüt, Gavião - RO, Gavião Do Jiparaná, Gavião do Rondônia, Ikolen, Ikólóéhj, Ikõleey, Ikõlej, Ikõro","","L","","Gavião do Jiparaná [gvo]","","Gavião do Jiparaná","micro","","GaviAo do JiparanA","","1","67",""
"84eg5e5d96","","gvp","Gavião, Pará","Gavião Perkatêjê, Gavião do Mãe Maria, Gavião do Pará, Parakatêjê, Parkatêjê, Pará Gavião, Perkatêjê, Pukobjê","","L","","Gavião, Pará [gvp]","","Pará Gavião","micro","","GaviAo, ParA","","1","67",""
"5cf28bh5ag","","gvr","Gurung","Gurung Kura, Tamu Kyi, Western Gurung","","L","","Gurung [gvr]","","Gurung","micro","","Gurung","","1","83","तमु क्यी"
"57a5efedc7","","gvs","Gumawana","Domdom, Gumasi, Gumasila","","L","","Gumawana [gvs]","","Gumawana","micro","","Gumawana","","1","67","Gumawana"
"a5cahbefba","","gvy","Guyani","Cooyiannie, Gujani, Kijani, Koonarie, Kooteeuna, Kooteeunna, Kooyeeunna, Kooyiannie, Kujani, Kuyani, Kuyanni, Kwiana, Kwiani, Nganitjidi, Ngannityiddi, Owinia","","X","","Guyani [gvy]","","Guyani","micro","","Guyani","","1","67",""
"caefga3787","","gwa","Mbato","Goaa, Gwa, Mbatto, Mgbato, M’bato, N-Batto, Nglwa, Ogwia, Potu","","L","","Mbato [gwa]","","Mbato","micro","","Mbato","","1","67",""
"d94ea69gc5","","gwb","Gwa","","","L","","Gwa [gwb]","","Gwa","micro","","Gwa","","1","67",""
"fgbfe63a6g","","gwc","Gawri","Bashgharik, Bashkarik, Baskarik, Dir Kohistani, Diri, Dirwali, Gaawro, Garwa, Garwi, Gowri, Kalam Kohistani, Kalami, Kohistana, Kohistani","","L","","Gawri [gwc]","","Gawri","micro","","Gawri","","1","83","گاؤری"
"37dc7eeb5f","","gwd","Ale","","","L","","Ale [gwd]","","Ale","micro","","Ale","","1","83","Qale"
"f58h8686e5","","gwe","Gweno","Ghonu, Kighonu, Kigweno","","L","","Gweno [gwe]","","Gweno","micro","","Gweno","","1","83",""
"72e9daddd7","","gwf","Gowro","Gabar Khel, Gabaro","","L","","Gowro [gwf]","","Gowro","micro","","Gowro","","1","67",""
"af775dhdd5","","gwg","Moo","Gomu, Gwom, Gwomo, Gwomu, Ngwaa Móò, Yáá Mòò","","L","","Moo [gwg]","","Moo","micro","","Moo","","1","67",""
"dh3agb4a5e","","gwi","Gwich’in","Dinju Zhuh K’yuu, Gwichʼin, Kutchin, Loucheux, Takudh, Tukkuthkutchin, Tukudh","","L","","Gwich’in [gwi]","","Gwich’in","micro","","Gwich’in","","1","83","Dinju Zhuh K'yuu"
"495g4ac55g","","gwj","ǀGwi","Dcui, G!wikwe, Gcwi, Gǀwi, Gǀwikhwe, ǀGui","","L","","ǀGwi [gwj]","","ǀGwi","micro","","~Gwi","","1","67",""
"48agce2b67","","gwn","Gwandara","Kwandara","","L","","Gwandara [gwn]","","Gwandara","micro","","Gwandara","","1","67",""
"aded9b4gc5","","gwr","Gwere","Bagwere, Lugwere, Olugwere, oLugwere","","L","","Gwere [gwr]","","Gwere","micro","","Gwere","","1","83","Lugwere"
"c4a5f297e9","","gwt","Gawar-Bati","Arandui, Gowar-Bati, Gowari, Narisati, Narsati, Satre","","L","","Gawar-Bati [gwt]","","Gawar-Bati","micro","","Gawar-Bati","","1","83",""
"a485hffd2f","","gwu","Guwamu","Guamu, Kaombal, Koambal, Koamu, Kooma, Kuam, Kuamu, Oamu","","X","","Guwamu [gwu]","","Guwamu","micro","","Guwamu","","1","67",""
"ca74c2aeh3","","gww","Kwini","Cuini, Goonan, Gunin, Gwiini, Gwini, Kunan, Wunambal","","L","","Kwini [gww]","","Kwini","micro","","Kwini","","1","67",""
"44eg82ab5e","","gwx","Gua","Anum-Boso, Guan, Gwa","","L","","Gua [gwx]","","Gua","micro","","Gua","","1","67",""
"h978dc4556","","gxx","Wè Southern","Central Guéré, Gere, Guéré, Wèè","","L","","Wè Southern [gxx]","","Wè Southern","micro","","WE Southern","","1","67",""
"g869ha47g7","","gya","Gbaya, Northwest","Gbaya, Gbaya Nord-Ouest, Baya, Northwest Gbaya","Bodoe, Gbaya Kara, Lai, Yaáyuwee, Banginda, Gaymona, Lombu, Mbai, Mbere, Mombe, Gbeya (Boar, Gbaya de Bouar, Kalla, Lay, Yaiwe, Gbea)","L","","Gbaya, Northwest [gya]","","Northwest Gbaya","micro","","Gbaya, Northwest","","1","65",""
"4de67cb66g","","gyb","Garus","Ate, Em, Kurupi","","L","","Garus [gyb]","","Garus","micro","","Garus","","1","67",""
"68578bg99h","","gyd","Kayardild","Gajadilt, Gajardild, Gayadilt, Gayardild, Gayardilt, Kaiadilt, Malununda","","L","","Kayardild [gyd]","","Kayardild","micro","","Kayardild","","1","67",""
"ebceb67882","","gye","Gyem","Agyem, Gema, Gemawa, Gyam, Gyemawa","","L","","Gyem [gye]","","Gyem","micro","","Gyem","","1","67",""
"bd7c5c3hfa","","gyf","Gungabula","Khungabula, Kongabula, Kungabula, Ongabula","","X","","Gungabula [gyf]","","Gungabula","micro","","Gungabula","","1","67",""
"daab48cd5d","","gyg","Gbayi","Kpasiya","","L","","Gbayi [gyg]","","Gbayi","micro","","Gbayi","","1","67",""
"eg4f95gbba","","gyi","Gyele","Babinga, Bagiele, Bagyele, Bajele, Bajeli, Bako, Bakola, Bakuele, Bekoe, Bogyel, Bogyeli, Bondjiel, Giele, Gieli, Gyeli, Likoya","","L","","Gyele [gyi]","","Gyele","micro","","Gyele","","1","83","Gyele"
"e6969783ab","","gyl","Gayil","","","L","","Gayil [gyl]","","Gayil","micro","","Gayil","","1","67",""
"g2be76g4ad","","gym","Ngäbere","Chiriqui, Guaymí, Ngobere, Ngäbe, Nove, Valiente","","L","","Ngäbere [gym]","","Ngäbere","micro","","NgAbere","","1","83","Ngäbere"
"acba9hf3ef","","gyn","Guyanese English Creole","Creolese, Gaiyniiz, Guyanese, Guyanese Creole, Guyanese Creole English, Kriiyliiz, Kriiyoliiz","","L","","Guyanese English Creole [gyn]","","Guyanese English Creole","micro","","Guyanese English Creole","","1","83","Gaiyniiz"
"dd697ea639","","gyr","Guarayu","Chapacura, Guapore, Gwarayu, Huachi, Iten, Maré, Tapacura, Ñañañe","","L","","Guarayu [gyr]","","Guarayu","micro","","Guarayu","","1","83","Gwarayu"
"576cc6569c","","gyy","Gunya","Kunja, Kurnja","","X","","Gunya [gyy]","","Gunya","micro","","Gunya","","1","67",""
"2dh2ege3h5","","gza","Ganza","Ganzo, Gwami, Koma, Koma-Ganza","","L","","Ganza [gza]","","Ganza","micro","","Ganza","","1","67",""
"568c8b2gbg","","gzi","Gazi","","","L","","Gazi [gzi]","","Gazi","micro","","Gazi","","1","67",""
"da5f868h96","","gzn","Gane","Gani, Giman","","L","","Gane [gzn]","","Gane","micro","","Gane","","1","67",""
"8fh78bf755","","haa","Han","Dawson, Han-Kutchin, Hän, Moosehide, Tr’ondëk Hwëch’in","","L","","Han [haa]","","Han","micro","","Han","","1","83","Tr’ondëk Hwëch’in"
"854ccb5e4d","","hab","Hanoi Sign Language","HNSL, Ha Noi Sign Language, NNKHHN, Northern Vietnamese Sign Language, Vietnamese Sign Language","","L","","Hanoi Sign Language [hab]","","Hanoi Sign Language","micro","","Hanoi Sign Language","","1","83",""
"52ab9e9f6c","","hac","Gurani","Avromani, Awroman, Awromani, Gorani, Hawramani, Hawrami, Hewrami, Hourami, Howrami, Macho, Macho-Zwani, Ourami","","L","","Gurani [hac]","","Gurani","micro","","Gurani","","1","67",""
"fh8h94ea95","","had","Hatam","Atam, Borai, Hattam, Mansim","","L","","Hatam [had]","","Hatam","micro","","Hatam","","1","67",""
"8e4h5eg63c","","hae","Oromo, Eastern","Eastern Oromo","","L","","Oromo, Eastern [hae]","","Eastern Oromo","micro","","Oromo, Eastern","","1","67","Afaan Oromoo"
"3fcgf73944","","haf","Haiphong Sign Language","HPSL, Hai Phong Sign Language, NNKHHP, Vietnamese Sign Language","","L","","Haiphong Sign Language [haf]","","Haiphong Sign Language","micro","","Haiphong Sign Language","","1","83",""
"6ee58f77ac","","hag","Hanga","Anga, Haŋa","","L","","Hanga [hag]","","Hanga","micro","","Hanga","","1","87","Haŋa"
"g4e9deeeg9","","hah","Hahon","Hanon, Rautsuiiri","","L","","Hahon [hah]","","Hahon","micro","","Hahon","","1","67","Rautsuiiri"
"d9h6e99bbg","","haj","Hajong","Haijong, Hajang, Hajong Bhasa, Hazong","","L","","Hajong [haj]","","Hajong","micro","","Hajong","","1","67","Hajong Bhasa, হৃজং ভাশা"
"afe6ffg92h","","hak","Chinese, Hakka","Hakka Chinese, Hokka, Ke, Kechia, Kehia, Kejia, Kejiahua, Kek, Khek, Majiahua, Tu Guangdonghua, Xinminhua","","L","","Chinese, Hakka [hak]","","Hakka Chinese","micro","","Chinese, Hakka","","1","83",""
"6ec22b33b6","","hal","Halang","Koyong, Salang","","L","","Halang [hal]","","Halang","micro","","Halang","","1","67",""
"94a6c6485d","","ham","Hewa","Sisimin, Taduaguay, Yoliapi","","L","","Hewa [ham]","","Hewa","micro","","Hewa","","1","67",""
"642b632dac","","han","Hangaza","Igihangaza, Kihangaza","","L","","Hangaza [han]","","Hangaza","micro","","Hangaza","","1","83","Igihangaza"
"a82bcdeggd","","hao","Hakö","Haku","","L","","Hakö [hao]","","Hakö","micro","","HakO","","1","67","Hakö"
"338fcb2gfh","","hap","Hupla","Soba","","L","","Hupla [hap]","","Hupla","micro","","Hupla","","1","67","Hupla"
"c23g8ageae","","haq","Ha","Giha, Igiha, Ikiha, Kiha, Ruha, Ruhaa","","L","","Ha [haq]","","Ha","micro","","Ha","","1","83",""
"67b9d94dg9","","har","Harari","","","L","","Harari [har]","","Harari","micro","HRI","Harari","","1","83","ሃራሪ"
"337534hfdh","","has","Haisla","Haishilla, Kitlope, Northern Kwakiutl, Xenaksialakala","","L","","Haisla [has]","","Haisla","micro","","Haisla","","1","83",""
"8f2e38cgfd","","hat","Haitian Creole","Ayisyen, Creole, Haitian, Kreyol, Kreyòl, Kreyòl Ayisyen, Western Caribbean Creole, créole haïtien","","L","","Haitian Creole [hat]","ht","Haitian Creole","micro","HAI","Haitian Creole","","1","83","Kreyòl Ayisyen"
"ch7566fe4g","","hau","Hausa","","","L","","Hausa [hau]","ha","Hausa","micro","HAU","Hausa","","1","83","Hausa"
"b9b377gcc2","","hav","Havu","Haavu, Kihavu","","L","","Havu [hav]","","Havu","micro","","Havu","","1","83",""
"6e4d6b9ce4","","haw","Hawaiian","’Olelo Hawai’i, ’Olelo Hawai’i Makuahine","","L","","Hawaiian [haw]","","Hawaiian","micro","HAW","Hawaiian","","1","83","'Olelo Hawai'i"
"h48c6878hd","","hax","Haida, Southern","Southern Haida, Xaaydaa Kil","","L","","Haida, Southern [hax]","","Southern Haida","micro","","Haida, Southern","","1","83",""
"9b742db6db","","hay","Haya","EkiHaya, Ekihaya, Ekihâya, Kihaya, Luhaya, OluHaya, Oluhaya, Oluhâya, Oruhaya, Ruhaya, olu-Haya","","L","","Haya [hay]","","Haya","micro","","Haya","","1","83","Luhaya, Oruhaya"
"275d79f6ce","","haz","Hazaragi","Azargi, Hazara, Hazaraghi, Hezareh, Hezare’i","","L","","Hazaragi [haz]","","Hazaragi","micro","","Hazaragi","","1","83","آزرگی‎"
"4eg7f84gef","","hba","Hamba","","","L","","Hamba [hba]","","Hamba","micro","","Hamba","","1","83",""
"h8f5a37eb7","","hbb","Nya Huba","Chobba, Huba, Hәba, Kilba","","L","","Nya Huba [hbb]","","Nya Huba","micro","","Nya Huba","","1","83","Huba"
"44998c99eh","","hbn","Heiban","Abul, Ebang","","L","","Heiban [hbn]","","Heiban","micro","","Heiban","","1","71",""
"37h2fhb6e2","","hbo","Hebrew, Ancient","Ancient Hebrew, Old Hebrew","","H","","Hebrew, Ancient [hbo]","","Ancient Hebrew","micro","","Hebrew, Ancient","","1","83","לְשׁוֹן הַמִּקְרָא, עִבְרִית מִקְרָאִית"
"f4fh6dd3e6","","hbu","Habun","Habu, Sabu","","L","","Habun [hbu]","","Habun","micro","","Habun","","1","67",""
"4346728d2c","","hca","Andaman Hindi Creole","Andaman Creole Hindi, Andaman Hindi","","L","","Andaman Hindi Creole [hca]","","Andaman Hindi Creole","micro","","Andaman Hindi Creole","","1","67",""
"ge76ef74ga","","hch","Huichol","Vixaritari Vaniuqui, Vizaritari Vaniuki, Wixárika","","L","","Huichol [hch]","","Huichol","micro","","Huichol","","1","83","Wixárika"
"8b3f9hc7a4","","hdn","Haida, Northern","Masset, Xaad Kil, Xaat Kíl","","L","","Haida, Northern [hdn]","","Northern Haida","micro","","Haida, Northern","","1","80",""
"9efh5a2294","","hds","Honduran Sign Language","Honduras Sign Language, LESHO, Lengua de Señas Hondureñas","","L","","Honduran Sign Language [hds]","","Honduran Sign Language","micro","","Honduran Sign Language","","1","83",""
"c83g2daa86","","hdy","Hadiyya","","","L","","Hadiyya [hdy]","","Hadiyya","micro","","Hadiyya","","1","83","Hadiyyisa"
"6h2cga5b69","","hea","Miao, Northern Qiandong","Black Miao, Central Miao, Chientung Miao, East Guizhou Miao, Eastern Guizhou Hmu, Gha Ne, Gha Ne Dlai, Heh Miao, Hei Miao, Hmu, Kuv tsis has lug Moob tau, Northern East Guizhou Miao, Northern Hmu, Qián-Dōng fāngyán, m̥ə˧, m̥hu˧","","L","","Miao, Northern Qiandong [hea]","","Northern Qiandong Miao","micro","","Miao, Northern Qiandong","","1","64",""
"966e9cee94","","heb","Hebrew","Contemporary Hebrew, Israeli, Israeli Hebrew, Modern Hebrew","","L","","Hebrew [heb]","he","Hebrew","micro","IWR","Hebrew","","1","91","עִבְרִית חֲדָשָׁה, עברית"
"aaddb598fe","","hed","Herdé","He’dé, Ka’do Herdé, Zime, Zime Pala, Zime of Pala","","L","","Herdé [hed]","","Herdé","micro","","HerdE","","1","83","Zime Pala"
"6c8hgbh866","","heg","Helong","Helon, Kupang, Semau","","L","","Helong [heg]","","Helong","micro","","Helong","","1","83","Helong"
"4cd2b4hd89","","heh","Hehe","Ehe, Ekiehe, KiHehe, Kihehe, Wahehe","","L","","Hehe [heh]","","Hehe","micro","","Hehe","","1","83","Kihehe"
"8b8g52hgef","","hei","Heiltsuk","Hailhzaqvla","","L","","Heiltsuk [hei]","","Heiltsuk","micro","","Heiltsuk","","1","83",""
"ac6aad87a3","","hem","Hemba","Eastern Luba, Emba, Kiemba, Kihemba, Kiluba-Hemba, Luba-Hemba","","L","","Hemba [hem]","","Hemba","micro","","Hemba","","1","83",""
"9b8cb96a8c","","her","Herero","Himba, Ochiherero, Otjiherero, Otjihimba, Otshiherero, Ovaherero","","L","","Herero [her]","hz","Herero","micro","","Herero","","1","67","Otjiherero"
"8gc44ea6f4","","hgm","Hai|ǁom","Haikom, Haikum, Haiǁom, Heikom, Heikom Bushman, Heikum, Hei|ǁom, Oshikwankala Haiǁom, Xwaga","","L","","Hai|ǁom [hgm]","","Hai|ǁom","micro","","Hai~~om","","1","67",""
"b9652444e2","","hgw","Haigwai","Garaghwaghi, Kapulika, Naura","","L","","Haigwai [hgw]","","Haigwai","micro","","Haigwai","","1","67",""
"6cdd5ed54d","","hhi","Hoia Hoia","Hoiahoia, Ukusi-Koparamio Hoyahoya","","L","","Hoia Hoia [hhi]","","Hoia Hoia","micro","","Hoia Hoia","","1","67",""
"ce5f63gb8d","","hhr","Kerak","Her, Keerak, Keeraku","","L","","Kerak [hhr]","","Kerak","micro","","Kerak","","1","83",""
"78fa63dfgf","","hhy","Hoyahoya","Hoiahoia, Hoya Hoya, Matakaia Hoyahoya","","L","","Hoyahoya [hhy]","","Hoyahoya","micro","","Hoyahoya","","1","67",""
"995bh6eghg","","hia","Lamang","Gbuhwe, Laamang, Waha","","L","","Lamang [hia]","","Lamang","micro","","Lamang","","1","83",""
"c9c34bdg4d","","hib","Hibito","Chibito, Hivito, Ibito, Jibito, Xibita, Xibitoana, Zibito","","X","","Hibito [hib]","","Hibito","micro","","Hibito","","1","67",""
"ec2ch52h22","","hid","Hidatsa","Hinatsa, Hiraca, Minitari","","L","","Hidatsa [hid]","","Hidatsa","micro","","Hidatsa","","1","67",""
"bgbf9e47e3","","hif","Hindi, Fiji","Fiji Baat, Fiji Hindi, Fiji Hindustani","","L","","Hindi, Fiji [hif]","","Fiji Hindi","micro","","Hindi, Fiji","","1","83","Fiji Baat"
"bf95b2f7a6","","hig","Kamwe","Hiji, Kamwə, Vәcәmwe","","L","","Kamwe [hig]","","Kamwe","micro","","Kamwe","","1","83","Kamwə, Vәcәmwe"
"49c457hcd4","","hih","Pamosu","Hinihon","","L","","Pamosu [hih]","","Pamosu","micro","","Pamosu","","1","67","Pamosu"
"558f58c796","","hii","Hinduri","Handuri","","L","","Hinduri [hii]","","Hinduri","micro","","Hinduri","","1","83",""
